IVSRV9 | NumVSR,LOCSMQ | Marque,LVSRMO | Modele,CVSRGV | Generation,Carrosserie,LVSRVE | Version1,LVSRE1 | Version2,LVSRE2 | Version3,QVSRC8 | CylindreeArrondie,QVSRDI | PuisDin,Energie,,QVSRF9 | Pfiscale,BoiteVit,,segment,qvsrn9_nbplaces,qvsrdi_puisdin,mindedvsrdx_datedebcom,maxdedvsrfx_datefincom,boitevit_Manuelle,boitevit_Automatique,boitevit_Semi_Automatique,energie_Diesel,energie_Essence,energie_GPL_Essence,energie_Hyb_Ess_Elect,energie_Bio_Carburant_E85,energie_Electrique,energie_GNV_Essence,energie_Hyb_Die_Elect,Nb_DEVIS-1erSEM15,URL PHOTO PAR DEFAUT DU MODELE
65455,AUDI,A3,II,Berline,FSI 150 AMBITION,LUXE,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
65454,AUDI,A3,II,Berline,FSI 150 AMBITION,,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
65453,AUDI,A3,II,Berline,FSI 150 AMBIENTE,,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
65452,AUDI,A3,II,Berline,FSI 150 ATTRACTION,,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
146858,AUDI,A3,II,Berline,TDI 163 SPORTBACK,AMBIENTE,,2,164,Diesel,,9,Manuelle,,,,,,,,,,,,,,,,,,,
147586,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK ADVANCED,EDITION-PLUS 2012,1,6,105,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
120842,AUDI,A3,II,Berline,TDI 140 DPF S-LINE,S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
121234,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBITION LUXE,S-TRONIC,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121235,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,S-LINE-PLUS S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
122964,AUDI,A3,II,Berline,TDI 90 DPF ADVANCED,EDITION,,1,6,90,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
120834,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,LUXE S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120835,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK S-LINE,S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120836,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
121233,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,S-LINE-PLUS,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
120837,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK,S-LINE-PLUS S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120838,AUDI,A3,II,Berline,TDI 140 DPF BUSINESS,LINE S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120839,AUDI,A3,II,Berline,TDI 140 DPF AMBITION,LUXE S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120840,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK ATTRACTION,S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120841,AUDI,A3,II,Berline,TDI 140 DPF,S-LINE-PLUS S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
121231,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,S-LINE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
120843,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBIENTE,S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120844,AUDI,A3,II,Berline,TDI 140 DPF AMBIENTE,S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120845,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK BUSINESS,LINE S-TRONIC,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
121230,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,S-LINE S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
120846,AUDI,A3,II,Berline,TDI 140 DPF AMBITION,S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
120847,AUDI,A3,II,Berline,TDI 140 DPF,ATTRACTION S-TRONIC,,2,140,Diesel,,7,Semi Automatique,,,,,,,,,,,,,,,,,,,
121229,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,BUSINESS LINE,S-TRONIC,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121232,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBIENTE S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121249,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,BUSINESS LINE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121626,AUDI,A3,II,Berline,TDI 90 DPF SPORTBACK,ADVANCED EDITION,,1,6,90,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
121395,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBIENTE,S-TRONIC,2,170,Diesel,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
121394,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,S-TRONIC,2,170,Diesel,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
121389,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,LUXE S-TRONIC,2,170,Diesel,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
121388,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK S-LINE,S-TRONIC,2,170,Diesel,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
121382,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK,S-LINE-PLUS S-TRONIC,2,170,Diesel,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
121257,AUDI,A3,II,Berline,TFSI 105 ATTRACTION,,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121255,AUDI,A3,II,Berline,TFSI 105 S-LINE-PLUS,,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121254,AUDI,A3,II,Berline,TFSI 105 AMBIENTE,,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121253,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBITION,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121252,AUDI,A3,II,Berline,TFSI 105 AMBIENTE,S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121239,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBIENTE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121250,AUDI,A3,II,Berline,TFSI 105 BUSINESS,LINE S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121236,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBITION S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121248,AUDI,A3,II,Berline,TFSI 105 S-LINE-PLUS,S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121247,AUDI,A3,II,Berline,TFSI 105 AMBITION,LUXE S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121246,AUDI,A3,II,Berline,TFSI 105 AMBITION,S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121245,AUDI,A3,II,Berline,TFSI 105 BUSINESS,LINE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121244,AUDI,A3,II,Berline,TFSI 105 S-LINE,,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121243,AUDI,A3,II,Berline,TFSI 105 AMBITION,LUXE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121242,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,ATTRACTION,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121241,AUDI,A3,II,Berline,TFSI 105 ATTRACTION,S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121240,AUDI,A3,II,Berline,TFSI 105 AMBITION,,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121238,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,AMBITION LUXE,,1,2,105,Essence,,6,Manuelle,,,,,,,,,,,,,,,,,,
121237,AUDI,A3,II,Berline,TFSI 105 SPORTBACK,ATTRACTION S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
121251,AUDI,A3,II,Berline,TFSI 105 S-LINE,S-TRONIC,,1,2,105,Essence,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
127356,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK ADVANCED,EDITION-PLUS,1,6,105,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
127717,AUDI,A3,II,Berline,FSI 150 SPORTBACK,AMBITION IMPORTE,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
131238,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK DESIGN,EDITION,1,6,105,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
128137,AUDI,A3,II,Berline,TDI 105 DPF ADVANCED,EDITION-PLUS,,1,6,105,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
128344,AUDI,A3,II,Berline,TDI 90 ADVANCED,EDITION-PLUS,,1,6,90,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
128346,AUDI,A3,II,Berline,TDI 90 SPORTBACK,ADVANCED,EDITION-PLUS,1,6,90,Diesel,,5,Manuelle,,,,,,,,,,,,,,,,,,
128959,AUDI,A3,II,Berline,102 ATTRACTION,IMPORTE,,1,6,102,Essence,,7,Manuelle,,,,,,,,,,,,,,,,,,
80543,AUDI,A3,II,Berline,TDI 140 DPF AMBIENTE,,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80544,AUDI,A3,II,Berline,TDI 140 DPF QUATTRO,AMBIENTE,,2,140,Diesel,,7,Manuelle,,,,,,,,,,,,,,,,,,,
80545,AUDI,A3,II,Berline,TDI 140 DPF AMBIENTE,DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80549,AUDI,A3,II,Berline,TDI 140 DPF AMBITION,,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80550,AUDI,A3,II,Berline,TDI 140 DPF QUATTRO,AMBITION,,2,140,Diesel,,7,Manuelle,,,,,,,,,,,,,,,,,,,
80565,AUDI,A3,II,Berline,TDI 140 DPF AMBITION,LUXE DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80554,AUDI,A3,II,Berline,TDI 140 DPF S-LINE,,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80541,AUDI,A3,II,Berline,TDI 140 DPF,ATTRACTION,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80556,AUDI,A3,II,Berline,TDI 140 DPF QUATTRO,S-LINE,,2,140,Diesel,,7,Manuelle,,,,,,,,,,,,,,,,,,,
80518,AUDI,A3,II,Berline,TDI 140 EXCLUSIVE,LINE DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80557,AUDI,A3,II,Berline,TDI 140 DPF S-LINE,DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80562,AUDI,A3,II,Berline,TDI 140 DPF AMBITION,LUXE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80563,AUDI,A3,II,Berline,TDI 140 DPF QUATTRO,AMBITION LUXE,,2,140,Diesel,,7,Manuelle,,,,,,,,,,,,,,,,,,,
80551,AUDI,A3,II,Berline,TDI 140 AMBITION DSG,DPF,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80524,AUDI,A3,II,Berline,V6 250 SPORTBACK,QUATT EXCLUSIVE LINE,,3,2,250,Essence,,17,Manuelle,,,,,,,,,,,,,,,,,,
84163,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK S-LINE,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
80370,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,EXCLUSIVE LINE DSG,,2,200,Essence,,12,Semi Automatique,,,,,,,,,,,,,,,,,,,
80512,AUDI,A3,II,Berline,V6 250 QUATTRO,EXCLUSIVE LINE,,3,2,250,Essence,,17,Manuelle,,,,,,,,,,,,,,,,,,
80513,AUDI,A3,II,Berline,V6 250 QUATTRO DSG,EXCLUSIVE LINE,,3,2,250,Essence,,17,Semi Automatique,,,,,,,,,,,,,,,,,,
80516,AUDI,A3,II,Berline,TDI 140 QUATTRO,EXCLUSI VE LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80520,AUDI,A3,II,Berline,TDI 140 DPF QUATTRO,EXCLUSIVE LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80521,AUDI,A3,II,Berline,TDI 140 DPF,EXCLUSIVE LINE DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80534,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK EXCLUSIVE,LINE DSG,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80526,AUDI,A3,II,Berline,V6 250 SPORTBACK,QUATT EXCLUSIVE LINE,S-TRONIC,3,2,250,Essence,,17,Semi Automatique,,,,,,,,,,,,,,,,,,
80529,AUDI,A3,II,Berline,TDI 140 SPORTBACK,EXCLUSIVE LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80530,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT EXCLUSIVE LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80531,AUDI,A3,II,Berline,TDI 140 SPORTBACK,EXCLUSIVE LINE DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80532,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK EXCLUSIVE,LINE,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80533,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT EXCLUSIVE LINE,DPF,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80519,AUDI,A3,II,Berline,TDI 140 DPF,EXCLUSIVE LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
84142,AUDI,A3,II,Berline,TFSI 200 AMBITION,LUXE,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84165,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK AMBITION,LUXE 6CV,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84162,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,S-LINE,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84158,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK AMBITION,6CV,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84157,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,AMBITION,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84156,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK AMBIENTE,6CV,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84155,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK ATTRACTION,6CV,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84164,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,AMBITION LUXE,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84144,AUDI,A3,II,Berline,TDI 105 DPF AMBITION,LUXE 6CV,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
80369,AUDI,A3,II,Berline,FSI 150 SPORTBACK,EXCLUSIVE LINE,TIPTRONIC,2,150,Essence,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
84141,AUDI,A3,II,Berline,TDI 105 DPF S-LINE,,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84139,AUDI,A3,II,Berline,TFSI 200 S-LINE,,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84138,AUDI,A3,II,Berline,TDI 105 DPF AMBITION,6CV,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84137,AUDI,A3,II,Berline,TFSI 200 AMBITION,,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
84136,AUDI,A3,II,Berline,TDI 105 DPF AMBIENTE,6CV,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84135,AUDI,A3,II,Berline,TDI 105 DPF,ATTRACTION 6CV,,1,9,105,Diesel,,6,Manuelle,,,,,,,,,,,,,,,,,,
84145,AUDI,A3,II,Berline,TFSI 200 EXCLUSIVE,LINE,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
80645,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK S-LINE DSG,,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80635,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT AMBIENTE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80636,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBIENTE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80637,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBIENTE,DSG,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80638,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT DPF AMBIENTE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80639,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT AMBITION,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80640,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80642,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT DPF AMBITION,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80643,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT S-LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80634,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK ATTRACTION,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80646,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT DPF S-LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80649,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT AMBITION LUXE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80650,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,LUXE,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80651,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,LUXE DSG,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80652,AUDI,A3,II,Berline,TDI 140 SPORTBACK,QUATT AMBITION LUXE,DPF,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
84166,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,EXCLUSIVE LINE,,2,200,Essence,,12,Manuelle,,,,,,,,,,,,,,,,,,,
80641,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK AMBITION,DSG,2,140,Diesel,,8,Semi Automatique,,,,,,,,,,,,,,,,,,,
80322,AUDI,A3,II,Berline,TFSI 200 QUATTRO,EXCLUSIVE LINE,,2,200,Essence,,13,Manuelle,,,,,,,,,,,,,,,,,,,
80365,AUDI,A3,II,Berline,TFSI 200 SPORTBACK,QUATTRO EXCLUSIVE LI,NE,2,200,Essence,,13,Manuelle,,,,,,,,,,,,,,,,,,,
80325,AUDI,A3,II,Berline,FSI 150 EXCLUSIVE,LINE TIPTRONIC,,2,150,Essence,,9,Semi Automatique,,,,,,,,,,,,,,,,,,,
80323,AUDI,A3,II,Berline,TFSI 200 EXCLUSIVE,LINE DSG,,2,200,Essence,,12,Semi Automatique,,,,,,,,,,,,,,,,,,,
80321,AUDI,A3,II,Berline,TDI 140 EXCLUSIVE,LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80644,AUDI,A3,II,Berline,TDI 140 DPF,SPORTBACK S-LINE,,2,140,Diesel,,8,Manuelle,,,,,,,,,,,,,,,,,,,
80367,AUDI,A3,II,Berline,FSI 150 SPORTBACK,EXCLUSIVE LINE,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
80324,AUDI,A3,II,Berline,FSI 150 EXCLUSIVE,LINE,,2,150,Essence,,9,Manuelle,,,,,,,,,,,,,,,,,,,
87838,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK QUATTRO,AMBITION 10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87836,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87837,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,S-TRONIC,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87839,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK S-LINE,10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87840,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK S-LINE,S-TRONIC,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87841,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK QUATTRO,S-LINE 10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87842,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,LUXE 10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87843,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBITION,LUXE S-TRONIC,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87844,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK QUATTRO,AMBITION LUXE 10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87845,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK EXCLUSIVE,LINE,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87835,AUDI,A3,II,Berline,TDI 170 DPF QUATTRO,EXCLUSIVE LINE 10CV,,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87847,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK QUATTRO,EXCLUSI VE LINE,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87826,AUDI,A3,II,Berline,TDI 170 DPF S-LINE,S-TRONIC 10CV,,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87755,AUDI,A3,II,Berline,TDI 105 ATTRACTION,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87846,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK EXCLUSIVE,LINE S-TRONIC,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87762,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBIENTE,10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87801,AUDI,A3,II,Berline,TDI 105 DPF S-LINE,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87800,AUDI,A3,II,Berline,TDI 105 S-LINE,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87799,AUDI,A3,II,Berline,TDI 105 DPF AMBITION,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87798,AUDI,A3,II,Berline,TDI 105 AMBITION,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87797,AUDI,A3,II,Berline,TDI 105 DPF AMBIENTE,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87796,AUDI,A3,II,Berline,TDI 105 AMBIENTE,S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87829,AUDI,A3,II,Berline,TDI 170 DPF AMBITION,LUXE 10CV,,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87764,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK AMBIENTE,S-TRONIC,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87804,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK AMBIENTE,S-TRONIC,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87761,AUDI,A3,II,Berline,TDI 170 DPF QUATTRO,AMBIENTE 10CV,,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87760,AUDI,A3,II,Berline,TDI 170 DPF AMBIENTE,S-TRONIC 10CV,,2,170,Diesel,,10,Semi Automatique,,,,,,,,,,,,,,,,,,,
87759,AUDI,A3,II,Berline,TDI 170 DPF AMBIENTE,10CV,,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
87758,AUDI,A3,II,Berline,TDI 105 DPF,SPORTBACK ATTRACTION,S-TRONIC,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87757,AUDI,A3,II,Berline,TDI 105 SPORTBACK,ATTRACTION S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87756,AUDI,A3,II,Berline,TDI 105 DPF,ATTRACTION S-TRONIC,,1,9,105,Diesel,,6,Semi Automatique,,,,,,,,,,,,,,,,,,
87766,AUDI,A3,II,Berline,TDI 170 DPF,SPORTBACK QUATTRO,AMBIENTE 10CV,2,170,Diesel,,10,Manuelle,,,,,,,,,,,,,,,,,,,
